Type, Score, NormScore
1,0.8535628,2.3479974
-1,-0.7296181,0.4820931
1,0.8334254,2.3011877
-1,-0.123253,0.88404
-1,-0.2216634,0.801185
1,0.7694743,2.1586312
-1,-0.8814227,0.4141932
-1,-0.2113251,0.8095109
1,0.6643916,1.9433079
-1,-0.0852882,0.9182476
1,0.5239654,1.6887108
-1,-0.2533256,0.7762151
1,0.959534,2.6104797
1,0.6230059,1.8645242
1,0.5688303,1.7661999
1,0.0330713,1.0336242
1,0.075812,1.0787597
1,0.0562457,1.0578576
1,0.9268418,2.5265173
-1,-0.6643337,0.5146163
1,0.5521397,1.7369656
1,0.9863125,2.6813288
-1,-0.0504438,0.9508074
1,0.5846872,1.7944296
1,0.4335562,1.5427341
1,0.3406853,1.4059107
-1,-0.1210627,0.8859784
1,0.9040507,2.4695864
-1,-0.039107,0.9616478
-1,-0.3018252,0.7394673
1,0.2354242,1.2654455
-1,-0.4253719,0.6535267
-1,-0.5511014,0.5763147
-1,-0.037997,0.9627158
1,0.4046653,1.4988008
1,0.6018524,1.8254972
-1,-0.3109835,0.732726
-1,-0.8796165,0.414942
-1,-0.17228,0.8417435
1,0.004976,1.0049884
1,0.8887263,2.43203
-1,-0.9175984,0.3994773
1,0.5859498,1.7966967
1,0.6718762,1.9579073
1,0.2257174,1.2532215
1,0.9389737,2.5573555
1,0.558071,1.7472987
1,0.770692,2.1612613
-1,-0.3453215,0.7079927
-1,-0.2947971,0.7446827
-1,-0.2557995,0.7742972
1,0.2417207,1.2734385
1,0.6613153,1.9373388
-1,-0.8244013,0.4384974
1,0.8098003,2.2474591
-1,-0.8671101,0.420164
1,0.9558023,2.6007563
-1,-0.5068173,0.6024098
-1,-0.5989482,0.5493892
1,0.2877816,1.333466
1,0.3224864,1.3805561
1,0.3773099,1.4583562
-1,-0.1089065,0.8968143
-1,-0.9322894,0.3936515
1,0.8002675,2.2261363
1,0.2615071,1.2988862
-1,-0.5390947,0.5832761
1,0.2699431,1.3098899
1,0.5282499,1.6959616
-1,-0.2849753,0.7520328
1,0.9681289,2.6330132
1,0.3529154,1.4232107
-1,-0.634374,0.5302673
1,0.4935926,1.638191
1,0.5798986,1.7858573
1,0.3046382,1.3561343
-1,-0.7364819,0.4787954
-1,-0.6615882,0.5160311
1,0.9614455,2.6154744
1,0.1825479,1.2002716
-1,-0.4900162,0.6126165
1,0.3131862,1.3677762
-1,-0.4275721,0.6520904
-1,-0.2365885,0.789316
-1,-0.0279033,0.9724824
1,0.7936712,2.2115004
1,0.5349693,1.7073958
1,0.1854741,1.203789
1,0.9657672,2.6268022
1,0.0017318,1.0017333
1,0.5171728,1.6772789
1,0.7247948,2.0643075
-1,-0.1859696,0.8302988
1,0.1689102,1.1840138
-1,-0.5629719,0.569514
1,0.0432383,1.0441867
1,0.2165631,1.2418014
-1,-0.1095542,0.8962336
-1,-0.9410846,0.3902044
-1,-0.7095172,0.4918816
-1,-0.8075696,0.4459406
1,0.7623306,2.1432655
-1,-0.3195263,0.7264931
1,0.4972878,1.6442557
1,0.4051581,1.4995396
1,0.0675529,1.0698869
1,0.8925591,2.4413694
-1,-0.9141107,0.400873
1,0.2646426,1.3029652
-1,-0.1682923,0.8451068
-1,-0.7464932,0.474026
1,0.6527558,1.920827
-1,-0.8047255,0.4472107
1,0.5090831,1.663765
1,0.4229489,1.5264563
1,0.72134,2.057188
-1,-0.790015,0.453838
1,0.8375554,2.3107113
-1,-0.8857376,0.4124099
1,0.8161541,2.2617845
1,0.3849584,1.4695532
-1,-0.3082379,0.7347405
-1,-0.458168,0.6324412
-1,-0.5757572,0.5622789
-1,-0.7743564,0.4610004
-1,-0.2471601,0.7810156
-1,-0.984465,0.3736391
-1,-0.2485209,0.7799536
-1,-0.9173896,0.3995607
-1,-0.4722412,0.6236031
1,0.5943661,1.811882
1,0.9862903,2.6812693
-1,-0.5687383,0.5662394
1,0.6421817,1.9006229
1,0.9006705,2.4612528
1,0.2317169,1.2607628
1,0.4873433,1.6279854
-1,-0.1042558,0.9009948
-1,-0.5014971,0.6056233
-1,-0.9823123,0.3744443
1,0.3385582,1.4029234
-1,-0.6043962,0.5464042
1,0.2177776,1.2433105
-1,-0.9829912,0.3741901
-1,-0.162215,0.8502584
1,0.8686136,2.3836039
-1,-0.6451412,0.5245885
1,0.3635064,1.4383641
1,0.924607,2.5208774
1,0.534535,1.7066545
-1,-0.9337582,0.3930737
1,0.1873522,1.206052
-1,-0.7007615,0.4962073
1,0.7067106,2.0273116
1,0.6586371,1.9321572
-1,-0.1031441,0.901997
1,0.9169793,2.501722
-1,-0.3491193,0.705309
1,0.7440362,2.1044122
-1,-0.3496752,0.704917
-1,-0.9784988,0.3758749
1,0.2069151,1.2298782
-1,-0.6651509,0.5141959
1,0.337397,1.4012953
-1,-0.2070028,0.8130174
-1,-0.0096563,0.9903902
1,0.0285351,1.0289461
1,0.3163948,1.3721719
1,0.4793974,1.6151008
1,0.8585637,2.3597689
1,0.7742738,2.1690164
-1,-0.1824082,0.8332611
1,0.0224116,1.0226646
1,0.3437258,1.4101919
-1,-0.7440171,0.4752011
-1,-0.0385878,0.9621472
1,0.7897292,2.2027998
-1,-0.3735652,0.6882761
1,0.4723002,1.6036787
1,0.7647651,2.1484896
1,0.7923483,2.2085767
1,0.8835801,2.4195464
1,0.1282355,1.1368207
1,0.0514644,1.0528117
-1,-0.7291435,0.4823219
1,0.5653621,1.760085
-1,-0.5692833,0.5659309
1,0.7870085,2.1968148
-1,-0.7056324,0.4937962
1,0.0298037,1.0302523
1,0.2069845,1.2299635
1,0.3617033,1.4357729
1,0.1137054,1.120422
-1,-0.0162937,0.9838383
-1,-0.805312,0.4469485
-1,-0.4507447,0.6371535
1,0.98322,2.6730496
-1,-0.9249979,0.3965323
-1,-0.1997676,0.818921
1,0.605525,1.8322139
1,0.1610025,1.1746879
-1,-0.0911007,0.9129258
-1,-0.6204592,0.5376975
1,0.206597,1.229487
1,0.6594296,1.933689
-1,-0.0934271,0.9108044
1,0.543992,1.7228709
1,0.9396566,2.5591025
1,0.5457344,1.7258754
-1,-0.5003786,0.6063011
1,0.4178539,1.5186988
1,0.3534513,1.4239736
-1,-0.425809,0.6532411
-1,-0.1805016,0.8348513
-1,-0.74245,0.4759464
1,0.0734704,1.0762367
-1,-0.5890766,0.5548394
1,0.3123528,1.3666368
1,0.3025143,1.353257
1,0.4610828,1.5857901
-1,-0.2952087,0.7443762
1,0.2842719,1.3287942
-1,-0.6083856,0.5442288
-1,-0.6454002,0.5244526
-1,-0.4262085,0.6529802
1,0.3022463,1.3528944
1,0.8798178,2.4104605
1,0.1414087,1.1518953
-1,-0.3834952,0.6814753
1,0.8912243,2.4381128
1,0.7143249,2.0428071
1,0.6725415,1.9592103
1,0.1922528,1.2119769
-1,-0.6858948,0.5036394
-1,-0.0049954,0.9950171
-1,-0.195184,0.8226833
-1,-0.5381652,0.5838185
1,0.2676399,1.3068764
1,0.9467919,2.5774277
1,0.606453,1.833915
-1,-0.628178,0.5335631
1,0.4029951,1.4962996
-1,-0.692228,0.5004598
1,0.753187,2.1237577
-1,-0.4536194,0.6353245
1,0.9535978,2.5950293
-1,-0.3238152,0.7233839
1,0.6714747,1.9571214
1,0.107807,1.1138328
-1,-0.5676576,0.5668517
1,0.7935788,2.2112961
1,0.0275335,1.027916
-1,-0.3857863,0.6799158
-1,-0.2721797,0.7617174
-1,-0.1436621,0.8661804
-1,-0.6155009,0.5403702
-1,-0.7634448,0.4660582
-1,-0.1131004,0.893061
-1,-0.4410899,0.6433349
1,0.796148,2.2169846
1,0.0269107,1.0272761
-1,-0.732222,0.4808394
-1,-0.5281021,0.5897231
-1,-0.7828537,0.4570997
-1,-0.3853892,0.6801859
1,0.1194732,1.126903
1,0.1559877,1.1688118
1,0.4973883,1.6444209
1,0.4624676,1.5879877
-1,-0.6801188,0.5065568
1,0.9285986,2.5309598
-1,-0.8950513,0.4085866
1,0.7789901,2.1792703
-1,-0.7352622,0.4793797
-1,-0.4022776,0.6687951
-1,-0.1466036,0.8636363
1,0.7043626,2.0225571
1,0.9823629,2.6707595
-1,-0.9973698,0.3688483
-1,-0.6232367,0.5362061
-1,-0.3376944,0.7134133
1,0.0454858,1.0465361
-1,-0.6374661,0.5286302
-1,-0.2194294,0.8029768
1,0.4555405,1.5770255
-1,-0.7651045,0.4652853
1,0.8487763,2.3367856
1,0.8707085,2.3886026
-1,-0.4526387,0.6359479
1,0.8677585,2.3815666
-1,-0.8831464,0.4134799
1,0.6076786,1.836164
-1,-0.9801463,0.3752562
1,0.1855197,1.2038439
1,0.7132249,2.0405613
1,0.928899,2.5317202
-1,-0.5325923,0.5870811
-1,-0.2428399,0.7843971
1,0.1530212,1.1653497
1,0.2752115,1.3168092
1,0.1245886,1.1326824
1,0.1657517,1.18028
-1,-0.2330233,0.7921351
-1,-0.9132081,0.401235
-1,-0.2226309,0.8004102
-1,-0.2290148,0.7953168
1,0.4566583,1.5787893
1,0.7929402,2.2098844
-1,-0.2474736,0.7807708
-1,-0.3014644,0.7397342
-1,-0.4616782,0.6302251
1,0.850692,2.3412664
-1,-0.6307388,0.5321985
-1,-0.7841573,0.4565042
1,0.7206287,2.0557252
1,0.3470493,1.4148865
-1,-0.4845778,0.6159572
-1,-0.7028854,0.4951545
-1,-0.8776179,0.4157721
-1,-0.5207857,0.5940536
-1,-0.6488563,0.5226432
1,0.50603,1.6586931
1,0.7521267,2.121507
1,0.7652487,2.1495289
-1,-0.9479387,0.387539
-1,-0.0565994,0.9449725
-1,-0.2363734,0.7894858
1,0.0207381,1.0209546
1,0.7240763,2.0628248
1,0.414435,1.5135154
-1,-0.6915932,0.5007776
1,0.6910809,1.9958717
-1,-0.5242328,0.5920094
1,0.2657771,1.3044443
1,0.5548083,1.7416071
1,0.3250386,1.3840841
-1,-0.9392616,0.3909164
1,0.9345186,2.5459875
-1,-0.9856335,0.3732027
1,0.5707011,1.7695072
-1,-0.4098048,0.6637798
1,0.8260646,2.2843113
-1,-0.9997644,0.3679661
1,0.9191597,2.5071827
-1,-0.0901638,0.9137815
1,0.1428798,1.1535911
1,0.1154625,1.1223924
-1,-0.2244745,0.7989359
1,0.8083404,2.2441805
-1,-0.1267724,0.8809342
1,0.3817727,1.4648791
1,0.6317655,1.8809284
-1,-0.9318955,0.3938065
1,0.908637,2.4809387
-1,-0.1734971,0.8407196
-1,-0.233263,0.7919453
1,0.5277076,1.6950421
1,0.3703172,1.4481939
-1,-0.7726985,0.4617653
-1,-0.0831321,0.9202296
1,0.8727884,2.3935758
-1,-0.643887,0.5252468
1,0.1094226,1.1156337
1,0.1436499,1.1544799
-1,-0.1327609,0.8756744
-1,-0.776412,0.4600537
-1,-0.5166027,0.5965437
-1,-0.690226,0.5014627
-1,-0.63474,0.5300733
-1,-0.031025,0.9694513
-1,-0.9133147,0.4011922
1,0.5639511,1.7576033
1,0.2119497,1.2360857
1,0.6814299,1.9767022
1,0.5638116,1.7573581
1,0.5732691,1.7740572
-1,-0.0152663,0.9848496
-1,-0.2326535,0.7924281
1,0.8510581,2.3421237
1,0.5462445,1.726756
1,0.5487987,1.7311721
-1,-0.497724,0.6079127
1,0.5658022,1.7608598
1,0.4531419,1.5732474
1,0.5436654,1.7223083
1,0.0065194,1.0065407
-1,-0.9844222,0.3736551
1,0.678811,1.9715322
-1,-0.151997,0.8589909
1,0.5466873,1.7275208
-1,-0.42353,0.6547315
-1,-0.8978092,0.4074613
-1,-0.2902614,0.748068
1,0.2977602,1.3468388
-1,-0.8910039,0.4102437
1,0.9986467,2.7146057
-1,-0.0755642,0.9272202
1,0.0906817,1.0949204
1,0.8050676,2.2368477
-1,-0.9569604,0.3840585
1,0.7438674,2.104057
1,0.358834,1.4316591
1,0.6305594,1.8786612
-1,-0.0280527,0.9723371
-1,-0.34891,0.7054566
-1,-0.1768012,0.8379464
-1,-0.3272373,0.7209127
1,0.4247223,1.5291657
-1,-0.8846676,0.4128514
-1,-0.3735932,0.6882568
1,0.5368451,1.7106016
1,0.5668415,1.7626908
1,0.107241,1.1132025
-1,-0.3988334,0.6711025
1,0.0620498,1.0640153
-1,-0.1713209,0.8425512
1,0.9266748,2.5260954
1,0.8834052,2.4191233
1,0.9407742,2.5619641
-1,-0.9098519,0.4025838
-1,-0.3359496,0.7146591
1,0.9121578,2.489689
1,0.7516632,2.1205239
-1,-0.9635536,0.3815347
1,0.585413,1.7957325
1,0.3143552,1.3693761
-1,-0.4948867,0.60964
-1,-0.8039931,0.4475383
1,0.3650796,1.4406287
-1,-0.9998322,0.3679412
-1,-0.1321179,0.8762377
1,0.342456,1.4084024
-1,-0.5159301,0.5969451
-1,-0.896684,0.4079201
1,0.7868979,2.1965719
1,0.2555508,1.2911726
1,0.9006586,2.4612235
-1,-0.6073552,0.5447898
1,0.2540841,1.2892802
-1,-0.205682,0.8140919
-1,-0.2454619,0.7823431
1,0.6505931,1.9166773
1,0.0112204,1.0112836
-1,-0.2036609,0.8157389
1,0.1887255,1.2077094
1,0.2417594,1.2734878
-1,-0.1051864,0.9001567
-1,-0.9949485,0.3697425
1,0.1045905,1.1102559
1,0.0397728,1.0405743
1,0.9298006,2.5340038
1,0.253313,1.2882864
-1,-0.0407738,0.9600463
1,0.1025345,1.1079755
1,0.5754894,1.7780005
1,0.6405371,1.8974998
1,0.0774866,1.0805678
1,0.1947494,1.2150065
1,0.150268,1.1621457
1,0.2878858,1.333605
1,0.2253522,1.2527639
1,0.5488771,1.7313078
1,0.1138082,1.1205372
-1,-0.639436,0.5275899
1,0.4447563,1.56011
-1,-0.0803454,0.9227976
-1,-0.3999794,0.6703339
-1,-0.3697651,0.6908966
1,0.9232936,2.5175686
1,0.5985011,1.8193897
-1,-0.0640206,0.9379857
1,0.3056759,1.3575423
-1,-0.2947322,0.744731
1,0.0444728,1.0454765
-1,-0.9322729,0.3936579
-1,-0.3907588,0.6765433
-1,-0.9970117,0.3689804
1,0.8532506,2.3472645
-1,-0.1475442,0.8628243
-1,-0.5897013,0.5544929
1,0.7465806,2.1097735
1,0.6004896,1.8230111
-1,-0.8719908,0.4181183
1,0.5368416,1.7105956
-1,-0.9950716,0.369697
1,0.9205455,2.5106596
1,0.9608666,2.6139608
1,0.2458162,1.2786645
-1,-0.4634065,0.6291368
1,0.9505024,2.587009
1,0.0316846,1.0321919
-1,-0.2889101,0.7490795
1,0.2370458,1.2674992
-1,-0.0198212,0.9803739
1,0.2308854,1.2597149
1,0.3501353,1.4192596
-1,-0.514329,0.5979017
1,0.3056119,1.3574554
-1,-0.2062204,0.8136537
-1,-0.1857511,0.8304803
-1,-0.9125098,0.4015152
-1,-0.4731275,0.6230506
1,0.8049307,2.2365415
-1,-0.596827,0.5505558
-1,-0.989586,0.3717306
-1,-0.4279947,0.6518149
-1,-0.1082969,0.8973611
1,0.1743755,1.1905025
-1,-0.2850718,0.7519603
1,0.621882,1.8624298
-1,-0.299822,0.7409501
-1,-0.680763,0.5062306
1,0.8504253,2.3406421
-1,-0.0391999,0.9615585
-1,-0.9791257,0.3756394
-1,-0.909436,0.4027513
-1,-0.3791055,0.6844734
-1,-0.6874289,0.5028673
-1,-0.0484746,0.9526815
-1,-0.0644547,0.9375786
-1,-0.2340696,0.7913067
1,0.0750952,1.0779868
1,0.947276,2.5786758
1,0.2339393,1.2635678
-1,-0.1551786,0.8562622
1,0.4072479,1.5026766
1,0.8439548,2.3255459
-1,-0.5744449,0.5630173
1,0.9265361,2.5257451
1,0.9410115,2.5625721
1,0.0046374,1.0046482
1,0.4389412,1.5510641
1,0.5567766,1.7450385
1,0.7868549,2.1964774
1,0.4785531,1.6137378
1,0.3665578,1.4427598
-1,-0.9317202,0.3938756
-1,-0.4979314,0.6077866
-1,-0.0281631,0.9722298
-1,-0.3058404,0.7365042
-1,-0.776198,0.4601522
-1,-0.8561245,0.4248052
-1,-0.401026,0.6696327
1,0.0352318,1.0358598
-1,-0.2526055,0.7767743
-1,-0.5875211,0.5557031
1,0.5520209,1.7367593
1,0.2164406,1.2416493
-1,-0.9497365,0.3868429
1,0.5048561,1.6567471
1,0.5216153,1.6847468
-1,-0.6394568,0.5275789
1,0.7379647,2.091674
-1,-0.7600647,0.4676362
1,0.0338166,1.0343949
-1,-0.0384416,0.9622879
1,0.8088189,2.2452545
-1,-0.4727451,0.6232889
-1,-0.5414714,0.5818914
-1,-0.9231673,0.3972588
-1,-0.7977034,0.4503621
-1,-0.0505262,0.950729
-1,-0.3115481,0.7323124
1,0.2051346,1.2276903
-1,-0.2673816,0.7653809
1,0.699145,2.0120317
1,0.3514526,1.4211304
-1,-0.3102832,0.7332393
1,0.3980622,1.4889366
1,0.281494,1.325108
-1,-0.1155552,0.8908714
1,0.3008155,1.3509601
1,0.2658853,1.3045854
-1,-0.1017649,0.9032419
-1,-0.3120683,0.7319315
1,0.1848546,1.2030435
1,0.5242008,1.6891084
-1,-0.37011,0.6906584
1,0.4012621,1.4937087
-1,-0.2430082,0.7842651
-1,-0.5103972,0.6002571
-1,-0.6025539,0.5474118
-1,-0.4058814,0.6663892
-1,-0.4026862,0.6685218
-1,-0.5491866,0.5774193
-1,-0.6983164,0.4974221
1,0.6714361,1.9570458
-1,-0.1286379,0.8792923
-1,-0.5230853,0.5926891
1,0.9984889,2.7141773
1,0.9769006,2.6562108
1,0.0956714,1.1003974
-1,-0.4018437,0.6690853
-1,-0.0504503,0.9508012
1,0.6191574,1.8573624
-1,-0.079845,0.9232594
1,0.9170776,2.5019679
1,0.7151261,2.0444445
1,0.0970358,1.1018998
-1,-0.3250469,0.7224935
-1,-0.7813207,0.457801
1,0.8234352,2.2783129
1,0.4395677,1.5520361
-1,-0.0617976,0.9400731
1,0.5507138,1.7344907
-1,-0.9299281,0.3945821
-1,-0.2696276,0.7636638
-1,-0.2528876,0.7765552
-1,-0.0806874,0.922482
-1,-0.2579171,0.7726593
1,0.108614,1.114732
-1,-0.8009082,0.4489211
-1,-0.9076091,0.4034878
1,0.6292607,1.876223
-1,-0.0681243,0.9341444
-1,-0.7294648,0.482167
1,0.3302862,1.3913663
1,0.0269934,1.027361
1,0.7855488,2.1936105
1,0.8264002,2.2850781
-1,-0.5213951,0.5936917
-1,-0.945633,0.3884336
1,0.4041434,1.4980187
-1,-0.9811537,0.3748784
1,0.3617942,1.4359034
1,0.5028842,1.6534834
-1,-0.9011671,0.4060954
1,0.4805037,1.6168886
1,0.4656942,1.5931197
-1,-0.2052782,0.8144207
-1,-0.2736407,0.7606053
-1,-0.5814815,0.5590695
1,0.6327477,1.8827768
-1,-0.2432827,0.7840498
1,0.3004932,1.3505247
-1,-0.4451618,0.6407206
-1,-0.7697394,0.4631337
1,0.5553012,1.7424657
1,0.1213743,1.1290474
-1,-0.8416,0.4310203
1,0.7709727,2.1618681
1,0.6321869,1.8817212
-1,-0.7100021,0.4916432
-1,-0.9434176,0.3892951
-1,-0.1951964,0.8226731
1,0.7440575,2.104457
-1,-0.3992325,0.6708347
-1,-0.1544379,0.8568967
1,0.7074355,2.0287818
-1,-0.8208944,0.4400379
-1,-0.2506057,0.7783292
1,0.5384567,1.7133606
-1,-0.6790047,0.5071215
-1,-0.6246014,0.5354748
1,0.6901361,1.9939869
-1,-0.9553553,0.3846754
-1,-0.5144485,0.5978302
-1,-0.7566127,0.4692532
-1,-0.9800285,0.3753004
-1,-0.316391,0.7287744
1,0.0732332,1.0759814
1,0.7028557,2.0195116
1,0.1764586,1.192985
-1,-0.9397622,0.3907207
-1,-0.2186687,0.8035879
-1,-0.9297362,0.3946578
-1,-0.8621172,0.4222671
-1,-0.4824833,0.6172487
-1,-0.8206237,0.440157
1,0.7734489,2.1672279
-1,-0.3970433,0.6723049
-1,-0.527888,0.5898494
-1,-0.1495479,0.8610972
-1,-0.9842783,0.3737088
-1,-0.1131392,0.8930263
1,0.4846519,1.6236097
1,0.5103256,1.6658335
1,0.720211,2.0548667
-1,-0.2844232,0.7524481
-1,-0.3182795,0.7273995
1,0.3646686,1.4400367
1,0.2496881,1.283625
1,0.7499719,2.1169405
1,0.9230057,2.5168439
1,0.1409222,1.1513351
-1,-0.2117079,0.809201
1,0.9904873,2.6925462
1,0.8312228,2.2961247
1,0.1016421,1.1069872
-1,-0.262273,0.769301
1,0.4308709,1.5385969
-1,-0.4344836,0.647599
1,0.1763602,1.1928677
1,0.1180559,1.125307
1,0.22296,1.2497706
-1,-0.3095175,0.7338009
1,0.8362484,2.3076932
-1,-0.1693914,0.8441784
-1,-0.7179859,0.4877336
1,0.3707622,1.4488385
-1,-0.5877847,0.5555566
-1,-0.3059935,0.7363914
1,0.0818262,1.0852672
-1,-0.9888872,0.3719904
-1,-0.7402812,0.4769798
1,0.9470898,2.5781957
1,0.5542236,1.7405891
-1,-0.8218156,0.4396327
-1,-0.9599793,0.3829008
1,0.1040442,1.1096495
1,0.1986567,1.2197631
1,0.7412293,2.0985136
1,0.7081224,2.0301758
1,0.1246039,1.1326997
1,0.5254955,1.6912967
1,0.7918086,2.2073851
1,0.2927845,1.340154
1,0.8656727,2.3766043
-1,-0.267301,0.7654426
1,0.8747942,2.3983817
-1,-0.9361765,0.3921243
-1,-0.0220262,0.9782146
-1,-0.7655717,0.465068
1,0.9262985,2.525145
1,0.7541748,2.1258565
1,0.6285513,1.8748925
-1,-0.1244472,0.8829849
1,0.9699176,2.6377271
1,0.0951866,1.0998641
-1,-0.0911142,0.9129135
-1,-0.2878049,0.7499079
1,0.8878774,2.4299663
1,0.1832975,1.2011717
1,0.6581225,1.9311632
1,0.5290771,1.6973651
1,0.4504777,1.5690615
1,0.9843493,2.67607
-1,-0.5753662,0.5624988
-1,-0.6979697,0.4975945
1,0.2842198,1.328725
1,0.104831,1.1105229
1,0.1514353,1.163503
1,0.7392758,2.0944182
-1,-0.2908056,0.747661
-1,-0.5794541,0.5602041
-1,-0.7957766,0.4512307
1,0.6778074,1.9695545
-1,-0.5599757,0.5712229
-1,-0.3381036,0.7131214
1,0.5961408,1.8151004
1,0.044759,1.0457758
1,0.1725329,1.1883109
-1,-0.378022,0.6852154
1,0.6814327,1.9767077
1,0.8648765,2.3747128
1,0.594514,1.81215
1,0.3407453,1.4059951
1,0.0014468,1.0014478
1,0.5233179,1.6876177
1,0.4884487,1.629786
1,0.2669073,1.3059194
-1,-0.5653947,0.5681359
1,0.6578735,1.9306824
1,0.4107276,1.5079145
1,0.9857779,2.6798958
-1,-0.9398381,0.3906911
1,0.919297,2.507527
1,0.2509872,1.2852936
-1,-0.6411298,0.526697
-1,-0.3118777,0.7320711
-1,-0.9408165,0.390309
-1,-0.1113213,0.8946513
-1,-0.4927835,0.6109235
1,0.6837128,1.98122
1,0.2078666,1.2310489
1,0.467083,1.5953338
-1,-0.3430422,0.7096083
1,0.0888447,1.0929109
1,0.5907422,1.8053278
-1,-0.4342827,0.6477291
-1,-0.9780684,0.3760368
-1,-0.5028816,0.6047854
1,0.0356318,1.0362742
1,0.8446836,2.3272414
1,0.0645664,1.0666964
1,0.7616396,2.141785
-1,-0.5762457,0.5620043
-1,-0.4765244,0.6209378
-1,-0.2195237,0.8029011
1,0.2233757,1.2502902
-1,-0.851499,0.4267747
1,0.8289075,2.2908147
1,0.7257552,2.066291
-1,-0.4749441,0.6219198
1,0.9339747,2.5446031
1,0.7594657,2.137134
-1,-0.1686392,0.8448137
-1,-0.0491563,0.9520323
-1,-0.7798829,0.4584597
-1,-0.0229788,0.9772832
-1,-0.7315274,0.4811735
-1,-0.2695652,0.7637115
1,0.6337118,1.8845928
1,0.7687815,2.1571362
-1,-0.0454418,0.9555752
-1,-0.5931806,0.552567
1,0.7765554,2.1739709
-1,-0.7447853,0.4748362
-1,-0.1223001,0.8848828
-1,-0.8009819,0.448888
1,0.2227134,1.2494624
1,0.1774923,1.1942189
1,0.5624172,1.7549093
-1,-0.1570907,0.8546265
1,0.0663894,1.0686428
1,0.2987018,1.3481076
-1,-0.1455429,0.8645528
-1,-0.738341,0.4779061
-1,-0.7049513,0.4941326
1,0.4253785,1.5301695
-1,-0.9344886,0.3927867
-1,-0.2512001,0.7778667
1,0.1942736,1.2144285
1,0.6399589,1.8964029
1,0.673001,1.9601108
1,0.3358015,1.3990613
1,0.6741215,1.9623083
-1,-0.2601577,0.77093
-1,-0.0528089,0.9485613
-1,-0.4335075,0.6482314
1,0.9563857,2.6022741
-1,-0.6144982,0.5409123
-1,-0.1492041,0.8613933
-1,-0.7772186,0.4596828
-1,-0.7646833,0.4654813
-1,-0.9858679,0.3731153
1,0.0928998,1.0973518
-1,-0.5471902,0.5785732
1,0.045134,1.046168
-1,-0.9486566,0.3872609
-1,-0.92074,0.3982242
1,0.6937254,2.0011568
1,0.4592645,1.5829093
1,0.4868068,1.6271122
1,0.0235994,1.0238801
-1,-0.7249028,0.4843716
-1,-0.1622579,0.8502219
1,0.1757186,1.1921026
-1,-0.2214622,0.8013462
1,0.6437625,1.9036298
-1,-0.084559,0.9189174
-1,-0.7386389,0.4777638
-1,-0.933705,0.3930946
1,0.8914189,2.4385873
1,0.3146463,1.3697747
-1,-0.584799,0.5572179
-1,-0.6738777,0.5097282
-1,-0.0341301,0.9664458
-1,-0.6435607,0.5254182
1,0.7011379,2.0160455
1,0.0660235,1.0682518
1,0.5030693,1.6537895
1,0.0825666,1.086071
-1,-0.2110329,0.8097474
1,0.3965635,1.4867068
-1,-0.002241,0.9977615
-1,-0.6538648,0.5200321
1,0.511195,1.6672824
1,0.2896884,1.3360111
-1,-0.8685769,0.4195482
1,0.575434,1.777902
1,0.4380215,1.5496382
-1,-0.9438169,0.3891397
-1,-0.0391524,0.9616041
1,0.0945363,1.0991491
-1,-0.5850316,0.5570883
1,0.2522364,1.2869002
-1,-0.1699768,0.8436844
1,0.6336029,1.8843876
1,0.07881,1.0819987
-1,-0.2958941,0.7438662
1,0.40663,1.5017484
-1,-0.2611412,0.7701722
1,0.7257556,2.0662918
-1,-0.0835753,0.9198218
1,0.2211155,1.2474675
1,0.1721884,1.1879016
-1,-0.6063038,0.5453629
1,0.9920289,2.6967003
1,0.9708598,2.6402135
1,0.1652586,1.1796981
-1,-0.0272381,0.9731295
1,0.8538038,2.3485633
1,0.5687595,1.7660749
-1,-0.1628762,0.8496964
1,0.2146543,1.2394334
-1,-0.8233689,0.4389504
1,0.8924807,2.441178
-1,-0.8726307,0.4178509
1,0.4888725,1.6304768
1,0.4070209,1.5023355
-1,-0.2310968,0.7936626
-1,-0.666152,0.5136814
-1,-0.799624,0.4494979
-1,-0.0351114,0.9654979
-1,-0.1877624,0.8288116
-1,-0.5153899,0.5972677
1,0.9941383,2.7023947
-1,-0.4467798,0.6396848
-1,-0.4371698,0.6458618
-1,-0.9826448,0.3743198
1,0.209575,1.2331539
-1,-0.364336,0.6946578
1,0.8126298,2.2538273
1,0.7442873,2.1049407
1,0.3607633,1.4344239
1,0.6406063,1.8976311
1,0.3898611,1.4767757
-1,-0.0671977,0.9350103
1,0.85401,2.3490477
1,0.1324191,1.1415867
-1,-0.6056972,0.5456938
1,0.2274512,1.2553962
1,0.5675739,1.7639823
-1,-0.2775979,0.7576014
1,0.9950911,2.7049708
1,0.7019745,2.0177328
1,0.600699,1.8233929
1,0.7623585,2.1433253
-1,-0.4090424,0.6642861
-1,-0.8340762,0.4342755
-1,-0.3153906,0.7295039
1,0.8760695,2.4014423
1,0.5930477,1.8094948
-1,-0.2013019,0.8176655
1,0.5040327,1.6553835
1,0.9616511,2.6160122
1,0.0932141,1.0976967
-1,-0.1429631,0.8667861
1,0.5526353,1.7378267
-1,-0.1559413,0.8556094
1,0.079002,1.0822065
-1,-0.8550272,0.4252716
1,0.4358272,1.5462416
-1,-0.5832276,0.5580942
1,0.0297791,1.0302269
1,0.4660566,1.5936972
1,0.4048236,1.499038
